letter-count_all-count_uppercase-percentage
n-6-2-3.97
e-15-4-9.93
w-2-1-1.32
s-6-1-3.97
f-2-1-1.32
d-7-2-4.64
:-18-9-11.92
t-10-2-6.62
y-9-0-5.96
p-6-2-3.97
b-5-3-3.31
o-5-0-3.31
i-12-1-7.95
r-4-0-2.65
z-1-0-0.66
g-1-0-0.66
a-7-1-4.64
!-4-2-2.65
c-1-1-0.66
m-2-1-1.32
k-2-0-1.32
u-2-0-1.32
l-1-0-0.66
h-1-0-0.66
0-12-6-7.95
9-2-1-1.32
/-8-4-5.3
2-16-8-10.6
1-4-2-2.65
3-6-3-3.97
.-4-2-2.65
5-2-1-1.32
6-2-1-1.32
v-1-0-0.66
x-2-0-1.32
"-"-2-1-1.32
7-2-1-1.32
